soundtrack_appid,soundtrack_name,soundtrack_reviews,soundtrack_positive_percentage,main_game_appid,main_game_name,main_game_reviews,main_game_positive_percentage,main_game_genre
583810,Resident Evil 7 biohazard Original Soundtrack,59,93.22,418370,Resident Evil 7 Biohazard,65584,95.28,Action
1998750,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 2,30,93.33,1384160,GUILTY GEAR -STRIVE-,41982,88.75,Action
1998750,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 2,30,93.33,1384160,GUILTY GEAR -STRIVE-,41982,88.75,Action
1998750,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 2,30,93.33,1384160,GUILTY GEAR -STRIVE-,41982,88.75,Action
498770,Zombie Night Terror - Soundtrack,34,100.0,416680,Zombie Night Terror,3039,93.45,Action
436550,Homeworld: Deserts of Kharak - Soundtrack,27,85.19,281610,Homeworld: Deserts of Kharak,7423,79.86,Strategy
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Action
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Action
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Action
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Unknown
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Action
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Action
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Action
1315150,DJMAX RESPECT V - BLACK SQUARE Original Soundtrack(REMASTERED),22,63.64,960170,DJMAX RESPECT V,24810,89.61,Action
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757405,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757405,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757405,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757405,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757405,96.83,RPG
1542600,Skullgirls: Original Soundtrack,60,76.67,245170,Skullgirls 2nd Encore,22057,89.02,Action
1240360,The Elder Scrolls V: Skyrim Soundtrack,68,73.53,72850,The Elder Scrolls V: Skyrim,181131,94.51,RPG
1240360,The Elder Scrolls V: Skyrim Soundtrack,68,73.53,72850,The Elder Scrolls V: Skyrim,181131,94.51,RPG
612210,Hacknet - Labyrinths Official Soundtrack,23,95.65,365450,Hacknet,15984,93.95,Indie
612210,Hacknet - Labyrinths Official Soundtrack,23,95.65,365450,Hacknet,15984,93.95,Indie
1474600,Hardspace: Shipbreaker - Original Soundtrack,47,97.87,1161580,Hardspace: Shipbreaker,17772,89.82,Simulation
1192450,Wolcen: Lords of Mayhem - Original Soundtrack,34,50.0,424370,Wolcen: Lords of Mayhem,61575,55.86,Action
1192450,Wolcen: Lords of Mayhem - Original Soundtrack,34,50.0,424370,Wolcen: Lords of Mayhem,61575,55.86,Action
2232370,Dwarf Fortress Soundtrack,49,97.96,975370,Dwarf Fortress,26439,95.04,Indie
2232370,Dwarf Fortress Soundtrack,49,97.96,975370,Dwarf Fortress,26439,95.04,Indie
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1233220,Disco Elysium Soundtrack,59,96.61,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
2085840,POPGOES Arcade Soundtrack,29,100.0,1986840,POPGOES Arcade,1367,96.78,RPG
1397370,RuneScape: Original Soundtrack Classics,22,77.27,1343370,Old School RuneScape,45,62.22,Adventure
1397370,RuneScape: Original Soundtrack Classics,22,77.27,1343370,Old School RuneScape,45,62.22,Adventure
1253280,Death and Taxes Soundtrack,32,96.88,1166290,Death and Taxes,6425,87.11,Adventure
1253280,Death and Taxes Soundtrack,32,96.88,1166290,Death and Taxes,6425,87.11,Adventure
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
2023240,Scorn: Original Soundtrack,38,94.74,698670,Scorn,10973,77.48,Action
2023240,Scorn: Original Soundtrack,38,94.74,698670,Scorn,10973,77.48,Action
1250890,Grim Dawn Soundtrack,24,100.0,219990,Grim Dawn,83524,93.69,Action
1250890,Grim Dawn Soundtrack,24,100.0,219990,Grim Dawn,83524,93.69,Action
2771140,苍翼：混沌效应 Soundtrack - A,36,100.0,2273430,BlazBlue Entropy Effect,25229,94.92,Action
2771140,苍翼：混沌效应 Soundtrack - A,36,100.0,2273430,BlazBlue Entropy Effect,25229,94.92,Action
456510,Gun Rocket - Soundtrack,22,50.0,391420,Gun Rocket,604,72.52,Adventure
436090,Factorio - Soundtrack,109,93.58,427520,Factorio,170218,97.38,Casual
769180,Nekojishi Original Soundtrack,58,100.0,570840,家有大貓 Nekojishi,60,95.0,Free To Play
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
254260,PAYDAY 2: The Official Soundtrack,149,98.66,218620,PAYDAY 2,435277,90.13,Action
2340470,候鸟 Soundtrack,35,100.0,1765350,候鸟,3248,97.81,Adventure
770780,Finding Paradise Soundtrack,111,98.2,337340,Finding Paradise,16594,97.96,Adventure
2714790,Peeping Dorm Manager Soundtrack,36,30.56,2273420,Peeping Dorm Manager,5279,94.09,Indie
2182230,Otaku's Adventure Soundtrack,31,96.77,937170,Otaku's Adventure,7575,94.86,Adventure
2182230,Otaku's Adventure Soundtrack,31,96.77,937170,Otaku's Adventure,7575,94.86,Adventure
